id,asassn_name,source,TIC,RA_ICRS,DE_ICRS,period,p2,p2_method_i,group,has_tess,tess_sectors,Gmag,absolute_g,bp_rp,bp_rp_corrected,parallax_over_error,rpgeo,mwdust_av,mwdust_ag,mwdust_abp,mwdust_arp,gaia_filter,state,r1,xray_source,xray_observatory,xray_citation_key,xray_ads_link,xray_exposure,xray_luminosity,xray_separation
50860412,ASASSN-V J175928.92-573550.0,5918472256813065856,76448392,269.8702296259622,-57.5972384125448,3.1219144561898724,3.1106850270562503,99,spots,True,13-39,14.054513,2.8005381449246296,1.2497509999999998,1.0992445445934214,39.57928535257984,1560.59106,0.3644224101854199,0.2875292816362963,0.3651512550057907,0.2146447995992123,True,rg,99.9,False,,,,,,
42308557,ASASSN-V J091505.23-421038.2,5427694521520241792,75399656,138.77178910488882,-42.17731863451319,9.214458516604582,3.39833924619926,1,extra_eclipses,True,35-36-8-9,14.04676,1.466662190816999,1.8606250000000006,1.4157067416887443,27.427966540372722,2218.31982,1.077283918429192,0.8499770116406326,1.0794384862660504,0.634520227954794,True,rg,99.9,False,,,,,,
47509932,ASASSN-V J150618.59-752935.2,5792547182950964992,403019056,226.57910473062591,-75.49316587508412,5.205579481991658,5.287574833593026,99,spots,True,12-39,14.045699,3.243117193196971,1.5591104999999992,1.4019261994423964,50.060646451651536,1260.25671,0.3805915267738565,0.3002867146245728,0.3813527098274042,0.2241684092698015,True,rg,28.7,False,,,,,,
J193630.33+203304.8,ASASSN-V J193630.33+203304.8,1826004044549191552,375532111,294.1263720131452,20.551342846968502,2.9967627088383932,,99,reflection,True,14-40,14.041003,-0.3797583342342552,2.1873609999999992,0.887457492174881,13.238506777293608,2440.51855,3.1474661206419325,2.483350769186485,3.1537610528832163,1.853857545058098,False,,30.3,False,,,,,,
J182152.33-584733.6,ASASSN-V J182152.33-584733.6,6635879679560615936,119093250,275.46805947676575,-58.79268066164277,4.355888718366874,4.320298699990026,99,spots,True,13-39,14.040949,2.798887456395989,1.2187940000000008,1.0973431707808754,30.064638679005217,1592.2384,0.2940698044046619,0.2320210756752782,0.2946579440134712,0.1732071147943458,True,rg,99.9,False,,,,,,
15046607,ASASSN-V J211844.62+483921.2,2164990660560096128,63158606,319.6859581061664,48.65594549601518,2.873148111372496,,99,extra_eclipses,True,15-16,14.035146,-1.7789954420549257,1.5243780000000005,0.07457924142124162,15.204941990251799,4063.36475,3.510408616413458,2.7697123983502183,3.517429433646285,2.067630675067526,False,,99.9,False,,,,,,
44352800,ASASSN-V J071747.25-343748.1,5590783775595949184,319859994,109.44678126675522,-34.630034626790376,1.075506450772418,4.91459834978686,2,extra_eclipses,True,33-34,14.024328,2.721741581358659,1.0362030000000004,0.8584302257085925,-0.22127811214306306,1558.09326,0.4304425527636998,0.3396191741305592,0.4313034378692272,0.2535306635778192,False,,99.9,False,,,,,,
20598204,ASASSN-V J082521.55-065019.0,3064724835194264448,50716897,126.33978065957676,-6.838651014216539,3.245265718249528,3.2464034781978928,99,spots,True,7,14.0238905,1.8883762931762793,0.991874000000001,0.9586440207427489,17.703758510816844,2596.60718,0.0804599982015788,0.0634829385810457,0.080620918197982,0.0473909389407299,True,sg,99.9,False,,,,,,
27744625,ASASSN-V J121138.71+332657.7,4028527079942922496,359048233,182.9113504921613,33.449337631658764,5.261869247922971,5.114900324918629,99,spots,True,22,14.023346,3.1300821462656216,1.1572669999999992,1.1572669999999992,33.84808483330732,1508.87329,0.0,0.0,0.0,0.0,True,sg,99.9,False,,,,,,
19770481,ASASSN-V J072927.96-154240.6,3028436970051604224,50477999,112.36658938640656,-15.711278389823756,3.5727154397541776,1.58431770435104,0,extra_eclipses,True,7,14.018619,0.8409299807254447,0.8286099999999994,0.2969303318839662,18.7939271696593,2706.40259,1.2873599712252617,1.0157270172967314,1.2899346911677123,0.7582550230516791,True,ms,99.9,False,,,,,,
47506073,ASASSN-V J152107.31-760955.2,5792246191641484288,403407467,230.28081067982268,-76.1653416776628,3.488115636094136,3.4807066090147223,99,spots,True,12-39,14.018394,3.2184471458570587,1.3662610000000015,1.20317926239577,55.7798862424287,1252.21448,0.3948710353613354,0.3115532469000936,0.3956607774320581,0.2325790398278265,True,rg,99.9,False,,,,,,
40917552,ASASSN-V J105017.67-583350.3,5350848004624217216,459362684,162.57397920229096,-58.56409852040387,2.932536746582012,,99,sto_var,True,10-36-37,14.016628,1.2426272184524658,1.1461679999999994,0.5767790754320468,5.019208235802482,2173.93579,1.378665676919982,1.0877672190898655,1.381423008273822,0.8120340837058693,False,,27.4,False,,,,,,
46755431,ASASSN-V J081128.41-134616.4,5725112519910297088,125055224,122.86773986685282,-13.770696304804597,4.714017632614844,4.688717722159188,99,spots,True,34-7,14.013606,2.1589185936007502,1.1365809999999996,1.0811977033011015,23.82725678163392,2237.56934,0.1340999920070171,0.1058048936935365,0.1343681919910311,0.0789848952921331,True,rg,99.9,False,,,,,,
27609373,ASASSN-V J130456.60+212128.4,3943416427457631616,285143002,196.2357998704637,21.357856849011245,1.6140334921760577,1.610034530258366,99,spots,True,23,14.013578,5.751769413150347,1.246588000000001,1.1912047033011028,103.25220821382001,427.760559,0.1340999920070171,0.1058048936935365,0.1343681919910311,0.0789848952921331,True,ms,99.9,False,,,,,,
